timestamp,balance,equity,open_positions,floating_pl,daily_pl,drawdown_percentage,drawdown_amount
2025-04-09 19:12:56.513131,1090000.0,1090000.0,0,0.0,0.0,0.0,0.0
2025-04-09 19:13:11.279312,1090000.0,1089999.972,1,-0.028,0.0,2.568807333297686e-06,0.0279999999329447
2025-04-09 19:15:59.522880,1090000.0,1089999.927,1,-0.073,0.0,6.697247714795377e-06,0.0730000000912696
2025-04-09 19:16:27.376169,1090000.0,1089999.912,2,-0.088,0.0,8.073394494387534e-06,0.0879999999888241
2025-04-09 19:16:36.705052,1090000.0,1089999.873,3,-0.127,0.0,1.165137615550412e-05,0.1270000000949949
2025-04-09 20:30:19.110916,1090000.0,1089999.582,3,-0.418,0.0,3.834862385902109e-05,0.4180000000633299
2025-04-09 20:45:06.386014,1090000.0,1089999.978,3,-0.022,0.0,2.0183486342771884e-06,0.0220000001136213
2025-04-09 20:45:29.700224,1090000.0,1089999.918,4,-0.082,0.0,7.522935774006428e-06,0.08199999993667006
